AiC; 2Vyb3iff0S4; "Alice In Chains 2012 Fantasy Football League - William DuVall"; 1:25; 22.767; https://www.youtube.com/watch?v=2Vyb3iff0S4
AiC; gjIIQb7KNFc; "Last Of My Kind 2010"; 5:54; 191.779; https://www.youtube.com/watch?v=gjIIQb7KNFc
AiC; 9sH7D8UmMKI; "Alice In Chains - Lesson Learned (Explicit Version)"; 4:17; 960.012; https://www.youtube.com/watch?v=9sH7D8UmMKI
AiC; qg9Oz6FylIk; "Alice In Chains - Lesson Learned (Edited Version)"; 4:18; 215.367; https://www.youtube.com/watch?v=qg9Oz6FylIk
AiC; adojS5sQNJw; "Alice In Chains - Acid Bubble (official)"; 6:56; 410.456; https://www.youtube.com/watch?v=adojS5sQNJw
AiC; Nco_kh8xJDs; "Alice In Chains - Would? (PCM Stereo)"; 3:28; 58.949.639; https://www.youtube.com/watch?v=Nco_kh8xJDs
AiC; ebGjHWk3ryY; "Alice In Chains - The Making of 'Your Decision'"; 8:49; 139.266; https://www.youtube.com/watch?v=ebGjHWk3ryY
AiC; 2D37POA11KY; "Alice In Chains - Your Decision"; 4:40; 11.571.406; https://www.youtube.com/watch?v=2D37POA11KY
AiC; -xQQzi0IdLY; "Alice In Chains - Bleed The Freak"; 4:05; 10.029.136; https://www.youtube.com/watch?v=-xQQzi0IdLY
AiC; 83gddxVpitc; "Alice In Chains - Grind (Video)"; 4:46; 8.214.796; https://www.youtube.com/watch?v=83gddxVpitc
AiC; 6JA25BIxgtk; "Alice In Chains - We Die Young"; 2:33; 7.621.664; https://www.youtube.com/watch?v=6JA25BIxgtk
AiC; f8hT3oDDf6c; "Alice In Chains - Down in a Hole (PCM Stereo)"; 5:37; 25.932.755; https://www.youtube.com/watch?v=f8hT3oDDf6c
AiC; uAE6Il6OTcs; "Alice In Chains - Rooster (PCM Stereo)"; 7:01; 49.716.206; https://www.youtube.com/watch?v=uAE6Il6OTcs
AiC; qKXIk45pL0o; "Alice In Chains - What the Hell Have I"; 3:56; 4.189.754; https://www.youtube.com/watch?v=qKXIk45pL0o
AiC; TEAylKJb-to; "Alice In Chains - Heaven Beside You (PCM Stereo)"; 4:45; 10.224.606; https://www.youtube.com/watch?v=TEAylKJb-to
AiC; xKHUwfFb2lw; "Alice In Chains - Get Born Again (PCM Stereo)"; 4:00; 3.539.465; https://www.youtube.com/watch?v=xKHUwfFb2lw
AiC; r80HF68KM8g; "Alice In Chains - No Excuses"; 4:12; 16.502.764; https://www.youtube.com/watch?v=r80HF68KM8g
AiC; TAqZb52sgpU; "Alice In Chains - Man in the Box (Official Video)"; 4:07; 73.032.217; https://www.youtube.com/watch?v=TAqZb52sgpU
AiC; __biilMpnmw; "Alice In Chains - Again (PCM Stereo)"; 4:07; 5.438.466; https://www.youtube.com/watch?v=__biilMpnmw
AiC; ODTv9Lt5WYs; "Alice In Chains - I Stay Away (PCM Stereo)"; 4:13; 12.039.850; https://www.youtube.com/watch?v=ODTv9Lt5WYs
AiC; kbrANo-1QMQ; "Alice In Chains - Sea Of Sorrow (PCM Stereo)"; 3:55; 6.093.150; https://www.youtube.com/watch?v=kbrANo-1QMQ
AiC; zTuD8k3JvxQ; "Alice In Chains - Them Bones (PCM Stereo)"; 2:32; 17.622.603; https://www.youtube.com/watch?v=zTuD8k3JvxQ
AiC; -mYbTnLgJsE; "Alice In Chains - EPK Promo"; 12:29; 122.027; https://www.youtube.com/watch?v=-mYbTnLgJsE
AiC; lr_tyst3SVE; "Alice In Chains - A Looking in View"; 7:17; 803.759; https://www.youtube.com/watch?v=lr_tyst3SVE
Burro; kJXjTMn13lE; "Peão aguentou o trampo🐴🐴🐴"; 1:52; 399; https://www.youtube.com/watch?v=kJXjTMn13lE
Burro; Hdb6IiJZYbI; "Montaria bruta🐴❤❤"; 9:18; 189; https://www.youtube.com/watch?v=Hdb6IiJZYbI
Burro; OXxDlrkWBrY; "Burro pulador"; 0:23; 501.807; https://www.youtube.com/watch?v=OXxDlrkWBrY
Coisa de Nerd; x2mw28N3uxo; "O CACHORRO MORREU, E AGORA? - Hora de Pôr Café (Parte 56)"; 7:53; 954.665; https://www.youtube.com/watch?v=x2mw28N3uxo
Coisa de Nerd; DG-7lhRmWBg; "UMA MÁQUINA QUE FAZ TUDO! - Impressora 3D."; 10:11; 1.393.989; https://www.youtube.com/watch?v=DG-7lhRmWBg
Coisa de Nerd; 7z_EUMTWhTU; "TRANSFORMEI MEU PC NO DA NASA! - Nerd Hi-Tech 09"; 12:49; 1.391.639; https://www.youtube.com/watch?v=7z_EUMTWhTU
Coisa de Nerd; oNUETIoY4hk; "FAÇA UM VIDEO GAME DE $40 REAIS! - Raspberry Pi Zero W"; 12:39; 1.119.036; https://www.youtube.com/watch?v=oNUETIoY4hk
Coisa de Nerd; zxtMPkO-JcY; "E VERDADE ESSE BILETE! - Hora de Pôr Café (Parte 55)"; 10:05; 1.231.115; https://www.youtube.com/watch?v=zxtMPkO-JcY
Coisa de Nerd; 7GBqd8ZitNE; "FINALMENTE! - Pokémon Go (Parte 72)"; 13:27; 1.418.240; https://www.youtube.com/watch?v=7GBqd8ZitNE
Coisa de Nerd; ZK7HjtLHSZQ; "CITAÇÕES QUE NÃO EXISTEM - Hora de Pôr Café (Parte 54)"; 9:07; 1.244.619; https://www.youtube.com/watch?v=ZK7HjtLHSZQ
Coisa de Nerd; beUBkh81LHs; "NIL E LEON, 10 ANOS!"; 1:00; 873.097; https://www.youtube.com/watch?v=beUBkh81LHs
Coisa de Nerd; O_iaR__nEEo; "A SECRETÁRIA VIRTUAL MAIS ZOEIRA DO MUNDO. - Alexa vs. Google Home"; 10:39; 1.551.927; https://www.youtube.com/watch?v=O_iaR__nEEo
Coisa de Nerd; wkO1yENW2d4; "ESTE CADERNO TEM UM SEGREDO! - GAGA (Ep. 34)"; 10:11; 1.128.704; https://www.youtube.com/watch?v=wkO1yENW2d4
Coisa de Nerd; cWtVDnAyTUc; "O QUE NÃO DIZER NA TPM! - Hora de Pôr Café (Parte 53)"; 5:08; 1.045.426; https://www.youtube.com/watch?v=cWtVDnAyTUc
Coisa de Nerd; GfixjOQvsOg; "MINHA MULHER JOGA FORTNITE! (No Note 9)"; 7:32; 1.079.730; https://www.youtube.com/watch?v=GfixjOQvsOg
Coisa de Nerd; GKjXUEciEEY; "A VOLTA DA CASA INTELIGENTE! - Smart Home 3"; 11:15; 1.189.383; https://www.youtube.com/watch?v=GKjXUEciEEY
Coisa de Nerd; Cd20E4bGzpI; "FIDGET SPINNER QUE VOA! - GAGA (Ep. 33)"; 11:10; 1.620.215; https://www.youtube.com/watch?v=Cd20E4bGzpI
Coisa de Nerd; wS72StWT0CA; "VIREI O MONSTRO! - Jogos da Galera (Parte 91)"; 10:54; 1.143.118; https://www.youtube.com/watch?v=wS72StWT0CA
Coisa de Nerd; 0jdzi7fv-AE; "RECEBEMOS UMA CAIXA SECRETA!"; 8:18; 1.257.146; https://www.youtube.com/watch?v=0jdzi7fv-AE
Coisa de Nerd; s6AwimMUsk0; "ISSO É INSANO! - Monitor Super Ultra-Wide"; 7:21; 1.700.574; https://www.youtube.com/watch?v=s6AwimMUsk0
Coisa de Nerd; zlnerirtp9Y; "ELE CHEGOU, ELE É DEMAIS! - Galaxy Note 9"; 9:10; 1.537.795; https://www.youtube.com/watch?v=zlnerirtp9Y
Coisa de Nerd; -pRn-zy8vXI; "O DESAFIO NA COZINHA VOLTOU! - Jogos da Galera (Parte 90)"; 10:26; 1.166.912; https://www.youtube.com/watch?v=-pRn-zy8vXI
Coisa de Nerd; Jg5rJzcGbHQ; "QUAL VOCÊ DEVE COMPRAR? PS4 Slim, Xbox One S e Switch (Comparação)"; 20:52; 1.051.085; https://www.youtube.com/watch?v=Jg5rJzcGbHQ
Coisa de Nerd; 0ZqhMV7rhkg; "CADARÇO DE IMÃ! - GAGA (Ep. 32)"; 12:05; 1.300.069; https://www.youtube.com/watch?v=0ZqhMV7rhkg
Coisa de Nerd; Vt_H0O_AzBE; "EU VOU CONSEGUIR? - Nintendo Labo Variety Kit"; 13:37; 1.186.453; https://www.youtube.com/watch?v=Vt_H0O_AzBE
Coisa de Nerd; kkFV_-iditg; "SWITCH TUNADÃO!"; 8:15; 1.133.779; https://www.youtube.com/watch?v=kkFV_-iditg
Coisa de Nerd; eHZITWDrLlk; "ISSO É O QUÊ!? - Nerd Hi-Tech 08"; 11:17; 1.052.613; https://www.youtube.com/watch?v=eHZITWDrLlk
Coisa de Nerd; pwQp-45QHT4; "COMO SOBREVIVER A UMA QUEDA! - Hora de Pôr Café (Parte 52)"; 7:56; 1.318.350; https://www.youtube.com/watch?v=pwQp-45QHT4
Coisa de Nerd; 2ZQkYEPASrk; "COMO JOGAR FUTEBOL SOZINHO! - GAGA (Ep. 31)"; 11:06; 1.244.628; https://www.youtube.com/watch?v=2ZQkYEPASrk
Coisa de Nerd; NcXC0ASlk1E; "O MELHOR CANTOR DO MUNDO! - Jogos da Galera (Parte 89)"; 12:27; 1.294.472; https://www.youtube.com/watch?v=NcXC0ASlk1E
Coisa de Nerd; n3BnYvWaUSQ; "REVELAMOS TUDO! Meu Setup 2018 - Nerd Hi-Tech 07"; 12:45; 1.327.688; https://www.youtube.com/watch?v=n3BnYvWaUSQ
Coisa de Nerd; PHfT7Qubipc; "COMO NÃO REAGIR A UM ASSALTO! - Hora de Pôr Café (Parte 51)"; 8:09; 1.651.630; https://www.youtube.com/watch?v=PHfT7Qubipc
Coisa de Nerd; sAAMsjUvCR8; "A LUVA TELEFONE! - GAGA (Ep. 30)"; 11:14; 1.650.428; https://www.youtube.com/watch?v=sAAMsjUvCR8
Coisa de Nerd; caS9ZrjMyIE; "HOLOGRAMA NO CELULAR! - GAGA (Ep. 29)"; 10:02; 1.931.133; https://www.youtube.com/watch?v=caS9ZrjMyIE
Coisa de Nerd; kYbdDfrP57c; "NOVO JOGO DO POKÉMON! - Jogos da Galera (Parte 88)"; 12:15; 1.422.076; https://www.youtube.com/watch?v=kYbdDfrP57c
Coisa de Nerd; AqVjsJbbtIc; "O MELHOR NOTEBOOK DO MUNDO? - Nerd Hi-Tech 06"; 8:25; 1.344.177; https://www.youtube.com/watch?v=AqVjsJbbtIc
Coisa de Nerd; pcf7Hn0--GU; "O CADERNO QUE APAGA SOZINHO! - GAGA (Ep. 28)"; 10:33; 1.835.908; https://www.youtube.com/watch?v=pcf7Hn0--GU
Coisa de Nerd; B-ep84b6gjc; "ISSO FAZ MÁGICA! - Nerd Hi-Tech 05"; 9:33; 963.673; https://www.youtube.com/watch?v=B-ep84b6gjc
Coisa de Nerd; Lh23McgOfXA; "NÃO ASSISTA À COPA DO MUNDO! - Hora de Pôr Café (Parte 50)"; 10:15; 1.419.594; https://www.youtube.com/watch?v=Lh23McgOfXA
Coisa de Nerd; LGBDbbDND40; "NÃO PERCA MAIS NADA COM ESTE APARELHO! - GAGA (Ep. 27)"; 10:14; 1.529.522; https://www.youtube.com/watch?v=LGBDbbDND40
Coisa de Nerd; PczUiJ7wnLI; "A DECADÊNCIA DESTE CANAL! - Hora de Pôr Café (Parte 49)"; 7:54; 1.195.971; https://www.youtube.com/watch?v=PczUiJ7wnLI
Coisa de Nerd; 0MisoYVotsk; "O CHÃO É LAVA! - Jogos da Galera (Parte 87)"; 8:26; 1.322.313; https://www.youtube.com/watch?v=0MisoYVotsk
Coisa de Nerd; 1QY942dc4mc; "O TECLADO MAIS ESTRANHO DO MUNDO! - Nerd Hi-Tech 04"; 8:01; 1.604.593; https://www.youtube.com/watch?v=1QY942dc4mc
Coisa de Nerd; WDarPbGn0qI; "O AFINADOR DE NARIZ! - GAGA (Ep. 26)"; 10:05; 1.423.390; https://www.youtube.com/watch?v=WDarPbGn0qI
Coisa de Nerd; -ihOP8FhtY4; "VOVÓ DOIDA! - Jogos da Galera (Parte 86)"; 10:01; 2.174.771; https://www.youtube.com/watch?v=-ihOP8FhtY4
Coisa de Nerd; VKpPxzZzAQs; "UM VÍDEO FELIZ! - Melhores Momentos da Live"; 10:22; 611.618; https://www.youtube.com/watch?v=VKpPxzZzAQs
Coisa de Nerd; 6WE5a0__mVw; "O CADARÇO QUE PISCA! - GAGA (Ep. 25)"; 11:01; 1.345.458; https://www.youtube.com/watch?v=6WE5a0__mVw
Coisa de Nerd; EhVc5e1vXck; "SEM AS MÃOS! - Hora de Pôr Café (Parte 48)"; 10:07; 1.552.828; https://www.youtube.com/watch?v=EhVc5e1vXck
Coisa de Nerd; KZCDGp9iDuM; "ELA CHEGOU! CHOREI!!! - Nerd Hi-Tech 03"; 10:07; 1.303.645; https://www.youtube.com/watch?v=KZCDGp9iDuM
Coisa de Nerd; TEvOG50L2lA; "COMO SABEMOS QUE O UNIVERSO ESTÁ SE EXPANDINDO? - PSVVU (Ep. 04)"; 7:39; 742.517; https://www.youtube.com/watch?v=TEvOG50L2lA
Coisa de Nerd; UnQkqQugYYE; "TRANSFORME O CELULAR EM UMA CÂMERA PROFISSIONAL!"; 10:26; 1.296.780; https://www.youtube.com/watch?v=UnQkqQugYYE
Coisa de Nerd; e61Ho8kFbR4; "PAPO SÉRIO"; 7:09; 924.183; https://www.youtube.com/watch?v=e61Ho8kFbR4
Coisa de Nerd; GcRqMky4rFQ; "CARRO MOVIDO À ÁGUA!? - GAGA (Ep. 24)"; 10:28; 1.798.251; https://www.youtube.com/watch?v=GcRqMky4rFQ
Coisa de Nerd; r-9HAZX7YWY; "COMO NÃO JOGAR FORTNITE!"; 10:23; 1.724.986; https://www.youtube.com/watch?v=r-9HAZX7YWY
Coisa de Nerd; PsydCmSYUaU; "A COISA MAIS IDIOTA DO MUNDO! - GAGA (Ep. 23)"; 10:02; 1.653.070; https://www.youtube.com/watch?v=PsydCmSYUaU
Coisa de Nerd; aM8kUa01Q4A; "COMO OS HIERÓGLIFOS FORAM TRADUZIDOS? - PSVVU (Ep. 03)"; 6:16; 851.366; https://www.youtube.com/watch?v=aM8kUa01Q4A
Coisa de Nerd; rb08etM9cE0; "O QUE É ISSO??? - Nerd Hi-Tech 02"; 9:39; 1.127.015; https://www.youtube.com/watch?v=rb08etM9cE0
Coisa de Nerd; _yyCDgkAz8o; "YAMAHA A HONDA! - Hora de Pôr Café (Parte 47)"; 7:17; 1.430.816; https://www.youtube.com/watch?v=_yyCDgkAz8o
Coisa de Nerd; k7hse5EV7h8; "COFRE MAIS ESTRANHO DO MUNDO! -GAGA (Ep. 22)"; 10:09; 1.660.281; https://www.youtube.com/watch?v=k7hse5EV7h8
Coisa de Nerd; PpvPIh1ytKU; "DINHEIRO BEM GASTO? - Nintendo Labo Robot Kit"; 8:12; 1.437.012; https://www.youtube.com/watch?v=PpvPIh1ytKU
Coisa de Nerd; 0ASAho7dC64; "COISA DO FUTURO! - Nerd Hi-Tech 01"; 9:00; 1.717.846; https://www.youtube.com/watch?v=0ASAho7dC64
Coisa de Nerd; bUVQxXNyx8E; "ISSO É O CÚMULO! -  Hora de Pôr Café (Parte 46)"; 10:07; 1.546.751; https://www.youtube.com/watch?v=bUVQxXNyx8E
Coisa de Nerd; H5LQFzRI_J4; "O LASER SUPER POTENTE! - GAGA (Ep. 21)"; 10:15; 2.051.905; https://www.youtube.com/watch?v=H5LQFzRI_J4
Coisa de Nerd; To9-D-C1bsI; "O PICLES FALANTE! - GAGA (Ep. 20)"; 11:27; 1.889.214; https://www.youtube.com/watch?v=To9-D-C1bsI
Coisa de Nerd; 8EmSrDk097I; "PIQUE-PEGA COM O JASON! - Friday the 13th: The Game"; 10:10; 1.854.672; https://www.youtube.com/watch?v=8EmSrDk097I
Coisa de Nerd; Yb1Ykf7MK7M; "OS PRODUTOS MAIS ESTRANHOS DA COREIA!"; 11:15; 1.944.538; https://www.youtube.com/watch?v=Yb1Ykf7MK7M
Coisa de Nerd; oQxV248EfBo; "O RÁDIO À MANIVELA! - GAGA (Ep. 19)"; 11:12; 1.469.001; https://www.youtube.com/watch?v=oQxV248EfBo
Coisa de Nerd; 0eRdCso0MFg; "MEU QUARTO VIROU UMA BALADA! - Smart Home 2"; 10:04; 1.493.197; https://www.youtube.com/watch?v=0eRdCso0MFg
Coisa de Nerd; zLrPoC6YZEQ; "LADY GAGA NO GAGA! - GAGA (Ep. 18)"; 10:10; 1.628.382; https://www.youtube.com/watch?v=zLrPoC6YZEQ
Coisa de Nerd; ieMxvPXUirA; "DESTRUÍ MINHA MESA? - Smart Home"; 10:55; 1.867.685; https://www.youtube.com/watch?v=ieMxvPXUirA
Coisa de Nerd; IzdVFk4Jc1I; "ESPECIAL 8 ANOS DE COISA DE NERD!"; 5:46; 697.013; https://www.youtube.com/watch?v=IzdVFk4Jc1I
Coisa de Nerd; jhqJsQjJ8xM; "CAMISETA QUE MOSTRA OS ÓRGÃOS! - GAGA (Ep. 17)"; 10:10; 2.162.138; https://www.youtube.com/watch?v=jhqJsQjJ8xM
Coisa de Nerd; X7Gk4HV9nFo; "QUAL É O NOME DELE!? - Jogos da Galera (Parte 85)"; 12:15; 1.801.311; https://www.youtube.com/watch?v=X7Gk4HV9nFo
Coisa de Nerd; CaNWWfTP9uU; "8 MILHÕES DE INSCRITOS!"; 6:10; 1.015.643; https://www.youtube.com/watch?v=CaNWWfTP9uU
Coisa de Nerd; NPfylfwSevM; "GORRO QUE TOCA MÚSICA! - GAGA (ep. 16)"; 10:20; 2.064.051; https://www.youtube.com/watch?v=NPfylfwSevM
Coisa de Nerd; cgLNkgA2ETw; "ESTRELA DA MORTE! - Hora de Pôr Café (Parte 45)"; 7:53; 1.885.873; https://www.youtube.com/watch?v=cgLNkgA2ETw
Coisa de Nerd; FkbiY95Npo0; "ISSO NÃO VAI ACABAR BEM! - GAGA (ep. 15)"; 11:04; 1.877.683; https://www.youtube.com/watch?v=FkbiY95Npo0
Coisa de Nerd; BiPpTiG2szg; "FUI AGREDIDO! (DENÚNCIA) - Hora de Pôr Café! (Parte 44)"; 6:49; 1.954.605; https://www.youtube.com/watch?v=BiPpTiG2szg
Coisa de Nerd; XK_yeB3dkus; "MOSTRO TUDO! - Galaxy S9 e S9+"; 7:20; 1.496.672; https://www.youtube.com/watch?v=XK_yeB3dkus
Coisa de Nerd; KOns4FaYNbE; "MÁSCARA PRETA! - GAGA (Ep. 14)"; 11:38; 2.246.324; https://www.youtube.com/watch?v=KOns4FaYNbE
Coisa de Nerd; x9Ft94UXz9c; "COMO SE LIVRAR DE TELEMARKETING! - Hora de Pôr Café! (Parte 43)"; 10:28; 2.825.317; https://www.youtube.com/watch?v=x9Ft94UXz9c
Coisa de Nerd; t5Ens4Xs5no; "COITADO DO DJEIZU! - Coisa de Nerd Animado (Parte 16)"; 3:11; 2.753.638; https://www.youtube.com/watch?v=t5Ens4Xs5no
Coisa de Nerd; iorUFPfmKYs; "UMA AMOEBA QUE PRESTA! - GAGA (Ep. 13)"; 10:57; 2.705.418; https://www.youtube.com/watch?v=iorUFPfmKYs
Coisa de Nerd; jNAPIBgnxCU; "ELES VOLTARAM! - Jogos da Galera (Parte 84)"; 11:44; 1.985.847; https://www.youtube.com/watch?v=jNAPIBgnxCU
Coisa de Nerd; XIH8bZEw_m4; "CANECA QUE MISTURA SOZINHA! - GAGA (ep. 12)"; 11:48; 2.565.430; https://www.youtube.com/watch?v=XIH8bZEw_m4
Coisa de Nerd; S4f8gC5nSzg; "ELA ENLOUQUECEU! - Hora de Pôr Café! (Parte 42)"; 10:08; 2.512.420; https://www.youtube.com/watch?v=S4f8gC5nSzg
Coisa de Nerd; 5TegF7EnEsU; "FIZ UM FOGUETE! - GAGA (ep. 11)"; 10:24; 2.050.518; https://www.youtube.com/watch?v=5TegF7EnEsU
Coisa de Nerd; C6E8bniY42A; "UM NOVO POKÉMON GO!? - Draconius Go"; 13:34; 2.168.661; https://www.youtube.com/watch?v=C6E8bniY42A
Coisa de Nerd; i9ENNznVfSk; "PIORES NOMES PARA O SEU FILHO! - Hora de Pôr Café! (Parte 41)"; 10:02; 2.729.965; https://www.youtube.com/watch?v=i9ENNznVfSk
Coisa de Nerd; 0RiyKbWwDa4; "O COPO QUE NÃO CAI! - GAGA (ep. 10)"; 10:12; 2.972.492; https://www.youtube.com/watch?v=0RiyKbWwDa4
Coisa de Nerd; 9qo2dLPCoBY; "SABRE DE LUZ! - GAGA (ep. 09)"; 10:07; 2.473.606; https://www.youtube.com/watch?v=9qo2dLPCoBY
Coisa de Nerd; FwKwJdCQ07k; "EU CANTAVA TUDO ERRADO! - Hora de Pôr Café! (Parte 40)"; 10:02; 2.154.576; https://www.youtube.com/watch?v=FwKwJdCQ07k
Coisa de Nerd; RbttAOGhEuY; "ISSO É PERIGOSO! - GAGA (Ep. 08)"; 10:05; 2.822.306; https://www.youtube.com/watch?v=RbttAOGhEuY
Coisa de Nerd; zDWQBYXEq8Q; "A COISA MAIS INÚTIL DO MUNDO! - GAGA (Ep. 07)"; 10:22; 2.278.028; https://www.youtube.com/watch?v=zDWQBYXEq8Q
Coisa de Nerd; 6JjhBLDS6mI; "MÚSICAS QUE VOCÊ CANTAVA ERRADO! - Hora de Pôr Café (Parte 39)"; 10:27; 2.122.894; https://www.youtube.com/watch?v=6JjhBLDS6mI
Coisa de Nerd; FOiFJlt7Dyw; "LUVA ANTI-CORTE! - GAGA (Ep. 06)"; 11:44; 3.005.426; https://www.youtube.com/watch?v=FOiFJlt7Dyw
Coisa de Nerd; KJkyEU1fvR0; "QUANTAS GALÁXIAS NO UNIVERSO? -  PSVVU (Ep. 02)"; 10:51; 1.124.543; https://www.youtube.com/watch?v=KJkyEU1fvR0
Coisa de Nerd; fMd4Mo1F7IE; "CUBO HOLOGRÁFICO! - GAGA (Ep. 05)"; 10:08; 2.791.508; https://www.youtube.com/watch?v=fMd4Mo1F7IE
Coisa de Nerd; VnQ6wdVob1k; "COMO ESTRAGAR O AMIGO SECRETO! - Hora de Pôr Café (Parte 38)"; 9:28; 2.206.446; https://www.youtube.com/watch?v=VnQ6wdVob1k
Coisa de Nerd; TEohlg2uEGs; "COMO ACORDAR PISTOLA! - GAGA (Ep. 04)"; 11:00; 2.435.283; https://www.youtube.com/watch?v=TEohlg2uEGs
Coisa de Nerd; vc-HHwH1yTY; "PROVA DE QUE ELA ME AMA DEMAIS! - Hora de Pôr Café (Parte 37)"; 9:18; 2.048.145; https://www.youtube.com/watch?v=vc-HHwH1yTY
Coisa de Nerd; GhiOr1amgT0; "ESSE É O MELHOR PRESENTE DE NATAL?"; 10:42; 2.638.687; https://www.youtube.com/watch?v=GhiOr1amgT0
Coisa de Nerd; pnZtpRM53DE; "CAMISA COM GUITARRA EMBUTIDA - GAGA (Ep. 03)"; 10:01; 2.223.934; https://www.youtube.com/watch?v=pnZtpRM53DE
Coisa de Nerd; N7Y2Fon3Fwc; "UM PIANO GIGANTE! - GAGA (Ep. 02)"; 10:20; 2.481.636; https://www.youtube.com/watch?v=N7Y2Fon3Fwc
